,ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
825,fail_p-660253_74,2023-07-07 20:20:51+00:00,failed delivery,p-660253,,3.662,,packages
826,create_p-660254,2023-07-10 08:38:36+00:00,create package,p-660254,,7.674,,packages
827,deliver_p-660249,2023-07-10 10:22:32+00:00,package delivered,p-660249,,1.26,,packages
828,deliver_p-660244,2023-07-10 10:57:02+00:00,package delivered,p-660244,,0.98,,packages
829,create_p-660255,2023-07-10 11:38:58+00:00,create package,p-660255,,7.911,,packages
830,deliver_p-660246,2023-07-10 12:12:24+00:00,package delivered,p-660246,,7.687,,packages
831,deliver_p-660248,2023-07-10 12:28:48+00:00,package delivered,p-660248,,1.463,,packages
832,send_p-660247,2023-07-10 13:59:43+00:00,send package,p-660247,,0.483,,packages
833,send_p-660255,2023-07-10 15:13:22+00:00,send package,p-660255,,7.911,,packages
834,create_p-660256,2023-07-10 15:32:38+00:00,create package,p-660256,,4.37,,packages
835,create_p-660257,2023-07-10 17:43:34+00:00,create package,p-660257,,5.081,,packages
836,send_p-660256,2023-07-11 08:49:22+00:00,send package,p-660256,,4.37,,packages
837,create_p-660258,2023-07-11 10:35:15+00:00,create package,p-660258,,3.66,,packages
838,deliver_p-660247,2023-07-11 11:46:09+00:00,package delivered,p-660247,,0.483,,packages
839,fail_p-660253_75,2023-07-11 12:07:20+00:00,failed delivery,p-660253,,3.662,,packages
840,create_p-660259,2023-07-11 12:12:22+00:00,create package,p-660259,,6.183,,packages
841,send_p-660254,2023-07-11 12:55:06+00:00,send package,p-660254,,7.674,,packages
842,create_p-660260,2023-07-11 14:20:08+00:00,create package,p-660260,,3.62,,packages
843,create_p-660261,2023-07-11 14:51:21+00:00,create package,p-660261,,2.269,,packages
844,send_p-660257,2023-07-11 15:09:16+00:00,send package,p-660257,,5.081,,packages
845,create_p-660262,2023-07-11 15:34:14+00:00,create package,p-660262,,7.279,,packages
846,deliver_p-660255,2023-07-11 16:53:38+00:00,package delivered,p-660255,,7.911,,packages
847,deliver_p-660257,2023-07-11 17:04:52+00:00,package delivered,p-660257,,5.081,,packages
848,send_p-660261,2023-07-11 17:29:13+00:00,send package,p-660261,,2.269,,packages
849,fail_p-660254_76,2023-07-11 18:28:08+00:00,failed delivery,p-660254,,7.674,,packages
850,create_p-660263,2023-07-11 20:34:27+00:00,create package,p-660263,,6.024,,packages
851,create_p-660264,2023-07-12 01:00:00+00:00,create package,p-660264,,2.889,,packages
852,fail_p-660261_77,2023-07-12 09:49:47+00:00,failed delivery,p-660261,,2.269,,packages
853,send_p-660259,2023-07-12 10:06:49+00:00,send package,p-660259,,6.183,,packages
854,deliver_p-660256,2023-07-12 10:23:08+00:00,package delivered,p-660256,,4.37,,packages
855,send_p-660263,2023-07-12 11:05:05+00:00,send package,p-660263,,6.024,,packages
856,send_p-660258,2023-07-12 11:21:41+00:00,send package,p-660258,,3.66,,packages
857,create_p-660265,2023-07-12 11:47:47+00:00,create package,p-660265,,5.7,,packages
858,deliver_p-660259,2023-07-12 12:03:16+00:00,package delivered,p-660259,,6.183,,packages
859,create_p-660266,2023-07-12 15:02:31+00:00,create package,p-660266,,4.956,,packages
860,deliver_p-660254,2023-07-12 15:16:12+00:00,package delivered,p-660254,,7.674,,packages
861,send_p-660265,2023-07-12 15:46:25+00:00,send package,p-660265,,5.7,,packages
862,send_p-660262,2023-07-12 15:47:57+00:00,send package,p-660262,,7.279,,packages
863,deliver_p-660262,2023-07-12 15:52:39+00:00,package delivered,p-660262,,7.279,,packages
864,deliver_p-660253,2023-07-12 16:12:22+00:00,package delivered,p-660253,,3.662,,packages
865,fail_p-660263_78,2023-07-12 16:46:39+00:00,failed delivery,p-660263,,6.024,,packages
866,send_p-660264,2023-07-12 18:06:20+00:00,send package,p-660264,,2.889,,packages
867,create_p-660267,2023-07-12 22:16:37+00:00,create package,p-660267,,1.26,,packages
868,create_p-660268,2023-07-13 09:26:32+00:00,create package,p-660268,,3.756,,packages
869,deliver_p-660258,2023-07-13 09:29:19+00:00,package delivered,p-660258,,3.66,,packages
870,deliver_p-660261,2023-07-13 09:35:22+00:00,package delivered,p-660261,,2.269,,packages
871,send_p-660266,2023-07-13 10:32:46+00:00,send package,p-660266,,4.956,,packages
872,send_p-660260,2023-07-13 11:05:28+00:00,send package,p-660260,,3.62,,packages
873,create_p-660269,2023-07-13 11:25:15+00:00,create package,p-660269,,7.871,,packages
874,send_p-660267,2023-07-13 11:55:23+00:00,send package,p-660267,,1.26,,packages
875,deliver_p-660266,2023-07-13 12:16:38+00:00,package delivered,p-660266,,4.956,,packages
876,fail_p-660263_79,2023-07-13 13:53:35+00:00,failed delivery,p-660263,,6.024,,packages
877,deliver_p-660264,2023-07-13 14:09:01+00:00,package delivered,p-660264,,2.889,,packages
878,fail_p-660267_80,2023-07-13 15:03:58+00:00,failed delivery,p-660267,,1.26,,packages
879,send_p-660268,2023-07-13 15:23:00+00:00,send package,p-660268,,3.756,,packages
880,deliver_p-660268,2023-07-13 15:25:04+00:00,package delivered,p-660268,,3.756,,packages
881,send_p-660269,2023-07-13 15:37:06+00:00,send package,p-660269,,7.871,,packages
882,deliver_p-660263,2023-07-13 16:01:52+00:00,package delivered,p-660263,,6.024,,packages
883,create_p-660270,2023-07-13 17:01:08+00:00,create package,p-660270,,2.639,,packages
884,create_p-660271,2023-07-13 18:39:41+00:00,create package,p-660271,,0.762,,packages
885,create_p-660272,2023-07-14 08:28:59+00:00,create package,p-660272,,3.908,,packages
886,send_p-660271,2023-07-14 10:55:41+00:00,send package,p-660271,,0.762,,packages
887,create_p-660273,2023-07-14 11:31:37+00:00,create package,p-660273,,4.902,,packages
888,send_p-660270,2023-07-14 11:34:07+00:00,send package,p-660270,,2.639,,packages
889,fail_p-660265_81,2023-07-14 11:51:06+00:00,failed delivery,p-660265,,5.7,,packages
890,deliver_p-660267,2023-07-14 12:04:06+00:00,package delivered,p-660267,,1.26,,packages
891,fail_p-660260_82,2023-07-14 15:07:51+00:00,failed delivery,p-660260,,3.62,,packages
892,create_p-660274,2023-07-14 15:16:49+00:00,create package,p-660274,,0.649,,packages
893,deliver_p-660271,2023-07-14 15:46:16+00:00,package delivered,p-660271,,0.762,,packages
894,create_p-660275,2023-07-14 15:51:59+00:00,create package,p-660275,,2.62,,packages
895,create_p-660276,2023-07-14 16:30:36+00:00,create package,p-660276,,6.968,,packages
896,deliver_p-660269,2023-07-14 17:25:39+00:00,package delivered,p-660269,,7.871,,packages
897,send_p-660275,2023-07-14 17:47:59+00:00,send package,p-660275,,2.62,,packages
898,create_p-660277,2023-07-14 21:54:26+00:00,create package,p-660277,,7.359,,packages
899,create_p-660278,2023-07-17 01:00:00+00:00,create package,p-660278,,1.418,,packages
900,fail_p-660275_83,2023-07-17 08:51:36+00:00,failed delivery,p-660275,,2.62,,packages
901,fail_p-660270_84,2023-07-17 08:57:30+00:00,failed delivery,p-660270,,2.639,,packages
902,deliver_p-660260,2023-07-17 10:20:02+00:00,package delivered,p-660260,,3.62,,packages
903,send_p-660274,2023-07-17 10:29:43+00:00,send package,p-660274,,0.649,,packages
904,create_p-660279,2023-07-17 12:23:42+00:00,create package,p-660279,,4.798,,packages
905,send_p-660277,2023-07-17 12:38:01+00:00,send package,p-660277,,7.359,,packages
906,deliver_p-660270,2023-07-17 12:44:24+00:00,package delivered,p-660270,,2.639,,packages
907,send_p-660272,2023-07-17 14:46:30+00:00,send package,p-660272,,3.908,,packages
908,deliver_p-660272,2023-07-17 14:48:46+00:00,package delivered,p-660272,,3.908,,packages
909,deliver_p-660274,2023-07-17 14:57:41+00:00,package delivered,p-660274,,0.649,,packages
910,fail_p-660265_85,2023-07-17 15:17:05+00:00,failed delivery,p-660265,,5.7,,packages
911,create_p-660280,2023-07-17 16:08:52+00:00,create package,p-660280,,4.447,,packages
912,create_p-660281,2023-07-17 16:49:36+00:00,create package,p-660281,,9.389,,packages
913,send_p-660273,2023-07-17 17:30:03+00:00,send package,p-660273,,4.902,,packages
914,deliver_p-660275,2023-07-18 08:55:35+00:00,package delivered,p-660275,,2.62,,packages
915,send_p-660278,2023-07-18 09:38:45+00:00,send package,p-660278,,1.418,,packages
916,deliver_p-660277,2023-07-18 09:45:45+00:00,package delivered,p-660277,,7.359,,packages
917,send_p-660281,2023-07-18 10:07:00+00:00,send package,p-660281,,9.389,,packages
918,send_p-660280,2023-07-18 10:21:12+00:00,send package,p-660280,,4.447,,packages
919,create_p-660282,2023-07-18 10:25:38+00:00,create package,p-660282,,7.415,,packages
920,send_p-660279,2023-07-18 10:30:28+00:00,send package,p-660279,,4.798,,packages
921,deliver_p-660273,2023-07-18 11:19:21+00:00,package delivered,p-660273,,4.902,,packages
922,create_p-660283,2023-07-18 11:52:25+00:00,create package,p-660283,,3.005,,packages
923,create_p-660284,2023-07-18 13:55:16+00:00,create package,p-660284,,3.89,,packages
924,deliver_p-660279,2023-07-18 14:01:57+00:00,package delivered,p-660279,,4.798,,packages
925,deliver_p-660280,2023-07-18 14:31:48+00:00,package delivered,p-660280,,4.447,,packages
926,send_p-660282,2023-07-18 14:42:32+00:00,send package,p-660282,,7.415,,packages
927,send_p-660276,2023-07-18 14:58:41+00:00,send package,p-660276,,6.968,,packages
928,deliver_p-660278,2023-07-18 15:20:44+00:00,package delivered,p-660278,,1.418,,packages
929,create_p-660285,2023-07-18 15:39:50+00:00,create package,p-660285,,2.013,,packages
930,deliver_p-660265,2023-07-18 15:41:49+00:00,package delivered,p-660265,,5.7,,packages
931,deliver_p-660282,2023-07-18 17:00:17+00:00,package delivered,p-660282,,7.415,,packages
932,create_p-660286,2023-07-18 18:52:49+00:00,create package,p-660286,,6.602,,packages
933,send_p-660284,2023-07-19 08:55:57+00:00,send package,p-660284,,3.89,,packages
934,deliver_p-660281,2023-07-19 09:47:42+00:00,package delivered,p-660281,,9.389,,packages
935,create_p-660287,2023-07-19 10:46:47+00:00,create package,p-660287,,5.468,,packages
936,create_p-660288,2023-07-19 13:17:29+00:00,create package,p-660288,,4.068,,packages
937,create_p-660289,2023-07-19 14:49:36+00:00,create package,p-660289,,3.02,,packages
938,send_p-660285,2023-07-19 15:24:33+00:00,send package,p-660285,,2.013,,packages
939,send_p-660286,2023-07-19 15:35:06+00:00,send package,p-660286,,6.602,,packages
940,create_p-660290,2023-07-19 15:58:28+00:00,create package,p-660290,,1.963,,packages
941,create_p-660291,2023-07-19 16:06:02+00:00,create package,p-660291,,3.555,,packages
942,deliver_p-660286,2023-07-19 16:54:28+00:00,package delivered,p-660286,,6.602,,packages
943,send_p-660283,2023-07-19 17:08:14+00:00,send package,p-660283,,3.005,,packages
944,create_p-660292,2023-07-19 17:19:31+00:00,create package,p-660292,,7.352,,packages
945,send_p-660291,2023-07-19 17:25:03+00:00,send package,p-660291,,3.555,,packages
946,send_p-660289,2023-07-19 20:07:09+00:00,send package,p-660289,,3.02,,packages
947,fail_p-660289_86,2023-07-20 08:40:13+00:00,failed delivery,p-660289,,3.02,,packages
948,send_p-660287,2023-07-20 09:08:30+00:00,send package,p-660287,,5.468,,packages
949,send_p-660288,2023-07-20 09:33:02+00:00,send package,p-660288,,4.068,,packages
950,deliver_p-660285,2023-07-20 09:54:48+00:00,package delivered,p-660285,,2.013,,packages
951,deliver_p-660276,2023-07-20 10:30:01+00:00,package delivered,p-660276,,6.968,,packages
952,create_p-660293,2023-07-20 10:52:13+00:00,create package,p-660293,,5.279,,packages
953,deliver_p-660284,2023-07-20 11:14:56+00:00,package delivered,p-660284,,3.89,,packages
954,send_p-660292,2023-07-20 11:36:28+00:00,send package,p-660292,,7.352,,packages
955,create_p-660294,2023-07-20 12:16:20+00:00,create package,p-660294,,4.844,,packages
956,deliver_p-660287,2023-07-20 12:18:32+00:00,package delivered,p-660287,,5.468,,packages
957,create_p-660295,2023-07-20 14:24:17+00:00,create package,p-660295,,7.739,,packages
958,deliver_p-660283,2023-07-20 14:36:26+00:00,package delivered,p-660283,,3.005,,packages
959,send_p-660294,2023-07-20 14:44:50+00:00,send package,p-660294,,4.844,,packages
960,fail_p-660292_87,2023-07-20 15:59:37+00:00,failed delivery,p-660292,,7.352,,packages
961,deliver_p-660288,2023-07-20 16:22:11+00:00,package delivered,p-660288,,4.068,,packages
962,create_p-660296,2023-07-20 17:10:41+00:00,create package,p-660296,,3.094,,packages
963,deliver_p-660294,2023-07-20 18:04:03+00:00,package delivered,p-660294,,4.844,,packages
964,send_p-660290,2023-07-20 19:45:22+00:00,send package,p-660290,,1.963,,packages
965,fail_p-660291_88,2023-07-20 22:13:49+00:00,failed delivery,p-660291,,3.555,,packages
966,create_p-660297,2023-07-21 09:31:53+00:00,create package,p-660297,,3.999,,packages
967,create_p-660298,2023-07-21 12:52:34+00:00,create package,p-660298,,5.054,,packages
968,fail_p-660290_89,2023-07-21 13:31:33+00:00,failed delivery,p-660290,,1.963,,packages
969,fail_p-660291_90,2023-07-21 14:18:21+00:00,failed delivery,p-660291,,3.555,,packages
970,send_p-660293,2023-07-21 15:07:02+00:00,send package,p-660293,,5.279,,packages
971,deliver_p-660289,2023-07-21 15:35:19+00:00,package delivered,p-660289,,3.02,,packages
972,fail_p-660292_91,2023-07-21 15:47:26+00:00,failed delivery,p-660292,,7.352,,packages
973,send_p-660296,2023-07-21 16:23:14+00:00,send package,p-660296,,3.094,,packages
974,send_p-660298,2023-07-21 16:26:28+00:00,send package,p-660298,,5.054,,packages
975,deliver_p-660292,2023-07-21 16:54:13+00:00,package delivered,p-660292,,7.352,,packages
976,create_p-660299,2023-07-21 18:03:26+00:00,create package,p-660299,,10.122,,packages
977,send_p-660295,2023-07-21 20:08:57+00:00,send package,p-660295,,7.739,,packages
978,create_p-660300,2023-07-22 01:00:00+00:00,create package,p-660300,,2.356,,packages
979,deliver_p-660298,2023-07-24 08:34:10+00:00,package delivered,p-660298,,5.054,,packages
980,fail_p-660296_92,2023-07-24 09:01:54+00:00,failed delivery,p-660296,,3.094,,packages
981,send_p-660297,2023-07-24 10:45:09+00:00,send package,p-660297,,3.999,,packages
982,fail_p-660290_93,2023-07-24 10:54:48+00:00,failed delivery,p-660290,,1.963,,packages
983,create_p-660301,2023-07-24 11:47:28+00:00,create package,p-660301,,2.477,,packages
984,fail_p-660290_94,2023-07-24 13:12:56+00:00,failed delivery,p-660290,,1.963,,packages
985,create_p-660302,2023-07-24 13:33:44+00:00,create package,p-660302,,6.799,,packages
986,send_p-660299,2023-07-24 13:54:26+00:00,send package,p-660299,,10.122,,packages
987,send_p-660301,2023-07-24 14:30:55+00:00,send package,p-660301,,2.477,,packages
988,send_p-660300,2023-07-24 15:54:01+00:00,send package,p-660300,,2.356,,packages
989,deliver_p-660299,2023-07-24 15:58:34+00:00,package delivered,p-660299,,10.122,,packages
990,deliver_p-660291,2023-07-24 16:35:32+00:00,package delivered,p-660291,,3.555,,packages
991,create_p-660303,2023-07-24 17:45:19+00:00,create package,p-660303,,2.313,,packages
992,deliver_p-660293,2023-07-25 08:54:29+00:00,package delivered,p-660293,,5.279,,packages
993,create_p-660304,2023-07-25 08:59:07+00:00,create package,p-660304,,8.363,,packages
994,send_p-660304,2023-07-25 10:30:54+00:00,send package,p-660304,,8.363,,packages
995,send_p-660303,2023-07-25 10:32:35+00:00,send package,p-660303,,2.313,,packages
996,fail_p-660296_95,2023-07-25 10:58:06+00:00,failed delivery,p-660296,,3.094,,packages
997,deliver_p-660295,2023-07-25 11:34:29+00:00,package delivered,p-660295,,7.739,,packages
998,deliver_p-660304,2023-07-25 12:12:58+00:00,package delivered,p-660304,,8.363,,packages
999,create_p-660305,2023-07-25 12:13:54+00:00,create package,p-660305,,4.082,,packages
1000,send_p-660302,2023-07-25 12:24:16+00:00,send package,p-660302,,6.799,,packages
1001,deliver_p-660296,2023-07-25 12:45:47+00:00,package delivered,p-660296,,3.094,,packages
1002,deliver_p-660300,2023-07-25 13:11:11+00:00,package delivered,p-660300,,2.356,,packages
1003,deliver_p-660297,2023-07-25 13:31:20+00:00,package delivered,p-660297,,3.999,,packages
1004,create_p-660306,2023-07-25 14:49:25+00:00,create package,p-660306,,6.111,,packages
1005,deliver_p-660301,2023-07-25 15:36:19+00:00,package delivered,p-660301,,2.477,,packages
1006,deliver_p-660303,2023-07-25 16:00:36+00:00,package delivered,p-660303,,2.313,,packages
1007,create_p-660307,2023-07-25 16:15:22+00:00,create package,p-660307,,2.45,,packages
1008,create_p-660308,2023-07-25 17:47:01+00:00,create package,p-660308,,2.609,,packages
1009,deliver_p-660302,2023-07-25 18:33:40+00:00,package delivered,p-660302,,6.799,,packages
1010,fail_p-660290_96,2023-07-25 19:44:53+00:00,failed delivery,p-660290,,1.963,,packages
1011,send_p-660306,2023-07-25 19:56:22+00:00,send package,p-660306,,6.111,,packages
1012,create_p-660309,2023-07-26 09:50:43+00:00,create package,p-660309,,6.77,,packages
1013,create_p-660310,2023-07-26 11:46:57+00:00,create package,p-660310,,2.548,,packages
1014,send_p-660310,2023-07-26 11:53:52+00:00,send package,p-660310,,2.548,,packages
1015,create_p-660311,2023-07-26 12:20:38+00:00,create package,p-660311,,2.919,,packages
1016,send_p-660305,2023-07-26 13:10:52+00:00,send package,p-660305,,4.082,,packages
1017,fail_p-660310_97,2023-07-26 14:10:09+00:00,failed delivery,p-660310,,2.548,,packages
1018,send_p-660308,2023-07-26 14:17:05+00:00,send package,p-660308,,2.609,,packages
1019,send_p-660309,2023-07-26 15:54:01+00:00,send package,p-660309,,6.77,,packages
1020,deliver_p-660306,2023-07-26 16:06:39+00:00,package delivered,p-660306,,6.111,,packages
1021,create_p-660312,2023-07-26 16:15:03+00:00,create package,p-660312,,2.339,,packages
1022,create_p-660313,2023-07-26 16:58:58+00:00,create package,p-660313,,4.667,,packages
1023,deliver_p-660309,2023-07-26 17:26:43+00:00,package delivered,p-660309,,6.77,,packages
1024,create_p-660314,2023-07-26 22:32:05+00:00,create package,p-660314,,5.553,,packages
1025,create_p-660315,2023-07-27 01:00:00+00:00,create package,p-660315,,2.066,,packages
1026,send_p-660315,2023-07-27 08:43:04+00:00,send package,p-660315,,2.066,,packages
1027,send_p-660307,2023-07-27 09:37:52+00:00,send package,p-660307,,2.45,,packages
1028,send_p-660312,2023-07-27 09:40:05+00:00,send package,p-660312,,2.339,,packages
1029,deliver_p-660307,2023-07-27 10:47:56+00:00,package delivered,p-660307,,2.45,,packages
1030,send_p-660311,2023-07-27 11:31:52+00:00,send package,p-660311,,2.919,,packages
1031,deliver_p-660315,2023-07-27 11:39:20+00:00,package delivered,p-660315,,2.066,,packages
1032,deliver_p-660310,2023-07-27 11:48:51+00:00,package delivered,p-660310,,2.548,,packages
1033,deliver_p-660290,2023-07-27 14:02:00+00:00,package delivered,p-660290,,1.963,,packages
1034,create_p-660316,2023-07-27 14:22:10+00:00,create package,p-660316,,4.145,,packages
1035,create_p-660317,2023-07-27 16:02:15+00:00,create package,p-660317,,2.85,,packages
1036,send_p-660316,2023-07-27 16:10:38+00:00,send package,p-660316,,4.145,,packages
1037,deliver_p-660308,2023-07-27 16:28:22+00:00,package delivered,p-660308,,2.609,,packages
1038,deliver_p-660305,2023-07-27 17:17:32+00:00,package delivered,p-660305,,4.082,,packages
1039,fail_p-660311_98,2023-07-27 17:58:19+00:00,failed delivery,p-660311,,2.919,,packages
1040,deliver_p-660312,2023-07-27 19:20:39+00:00,package delivered,p-660312,,2.339,,packages
1041,send_p-660317,2023-07-27 20:51:58+00:00,send package,p-660317,,2.85,,packages
1042,create_p-660318,2023-07-28 08:43:06+00:00,create package,p-660318,,1.513,,packages
1043,send_p-660313,2023-07-28 09:05:22+00:00,send package,p-660313,,4.667,,packages
1044,create_p-660319,2023-07-28 09:34:52+00:00,create package,p-660319,,2.723,,packages
1045,create_p-660320,2023-07-28 09:58:42+00:00,create package,p-660320,,4.409,,packages
1046,deliver_p-660317,2023-07-28 11:18:55+00:00,package delivered,p-660317,,2.85,,packages
1047,send_p-660320,2023-07-28 11:40:00+00:00,send package,p-660320,,4.409,,packages
1048,create_p-660321,2023-07-28 12:00:11+00:00,create package,p-660321,,5.149,,packages
1049,send_p-660318,2023-07-28 12:38:19+00:00,send package,p-660318,,1.513,,packages
1050,send_p-660319,2023-07-28 13:07:39+00:00,send package,p-660319,,2.723,,packages
1051,deliver_p-660316,2023-07-28 14:30:21+00:00,package delivered,p-660316,,4.145,,packages
1052,send_p-660321,2023-07-28 14:45:37+00:00,send package,p-660321,,5.149,,packages
1053,deliver_p-660320,2023-07-28 15:34:20+00:00,package delivered,p-660320,,4.409,,packages
1054,create_p-660322,2023-07-28 16:03:54+00:00,create package,p-660322,,4.098,,packages
1055,deliver_p-660319,2023-07-28 16:33:27+00:00,package delivered,p-660319,,2.723,,packages
1056,deliver_p-660318,2023-07-28 16:37:38+00:00,package delivered,p-660318,,1.513,,packages
1057,send_p-660314,2023-07-28 16:54:31+00:00,send package,p-660314,,5.553,,packages
1058,create_p-660323,2023-07-28 17:20:45+00:00,create package,p-660323,,1.89,,packages
1059,deliver_p-660321,2023-07-28 17:24:33+00:00,package delivered,p-660321,,5.149,,packages
1060,create_p-660324,2023-07-28 18:24:05+00:00,create package,p-660324,,7.321,,packages
1061,send_p-660323,2023-07-28 19:20:01+00:00,send package,p-660323,,1.89,,packages
1062,deliver_p-660323,2023-07-28 19:48:10+00:00,package delivered,p-660323,,1.89,,packages
1063,fail_p-660311_99,2023-07-31 10:10:35+00:00,failed delivery,p-660311,,2.919,,packages
1064,send_p-660324,2023-07-31 13:53:42+00:00,send package,p-660324,,7.321,,packages
1065,send_p-660322,2023-07-31 14:19:45+00:00,send package,p-660322,,4.098,,packages
1066,create_p-660325,2023-07-31 14:21:21+00:00,create package,p-660325,,3.587,,packages
1067,deliver_p-660313,2023-07-31 14:50:15+00:00,package delivered,p-660313,,4.667,,packages
1068,fail_p-660314_100,2023-07-31 15:51:58+00:00,failed delivery,p-660314,,5.553,,packages
1069,create_p-660326,2023-07-31 16:04:12+00:00,create package,p-660326,,9.194,,packages
1070,deliver_p-660322,2023-07-31 16:09:06+00:00,package delivered,p-660322,,4.098,,packages
1071,create_p-660327,2023-08-01 01:00:00+00:00,create package,p-660327,,2.871,,packages
1072,deliver_p-660311,2023-08-01 10:00:13+00:00,package delivered,p-660311,,2.919,,packages
1073,create_p-660328,2023-08-01 11:42:54+00:00,create package,p-660328,,7.199,,packages
1074,deliver_p-660314,2023-08-01 15:28:36+00:00,package delivered,p-660314,,5.553,,packages
1075,send_p-660328,2023-08-01 15:50:02+00:00,send package,p-660328,,7.199,,packages
1076,create_p-660329,2023-08-01 19:03:47+00:00,create package,p-660329,,1.726,,packages
1077,create_p-660330,2023-08-01 21:45:55+00:00,create package,p-660330,,2.535,,packages
1078,create_p-660331,2023-08-02 10:19:16+00:00,create package,p-660331,,2.137,,packages
1079,deliver_p-660324,2023-08-02 10:40:50+00:00,package delivered,p-660324,,7.321,,packages
1080,create_p-660332,2023-08-02 11:10:26+00:00,create package,p-660332,,2.515,,packages
1081,create_p-660333,2023-08-02 11:34:40+00:00,create package,p-660333,,5.096,,packages
1082,send_p-660326,2023-08-02 14:21:50+00:00,send package,p-660326,,9.194,,packages
1083,send_p-660333,2023-08-02 14:28:40+00:00,send package,p-660333,,5.096,,packages
1084,send_p-660327,2023-08-02 15:07:47+00:00,send package,p-660327,,2.871,,packages
1085,send_p-660325,2023-08-02 15:25:35+00:00,send package,p-660325,,3.587,,packages
1086,deliver_p-660326,2023-08-02 15:55:42+00:00,package delivered,p-660326,,9.194,,packages
1087,create_p-660334,2023-08-02 16:33:28+00:00,create package,p-660334,,2.726,,packages
1088,deliver_p-660327,2023-08-02 17:12:36+00:00,package delivered,p-660327,,2.871,,packages
1089,send_p-660334,2023-08-02 18:03:25+00:00,send package,p-660334,,2.726,,packages
1090,send_p-660330,2023-08-02 18:39:14+00:00,send package,p-660330,,2.535,,packages
1091,create_p-660335,2023-08-02 18:41:52+00:00,create package,p-660335,,2.458,,packages
1092,deliver_p-660334,2023-08-03 08:46:03+00:00,package delivered,p-660334,,2.726,,packages
1093,send_p-660332,2023-08-03 09:22:42+00:00,send package,p-660332,,2.515,,packages
1094,create_p-660336,2023-08-03 09:48:50+00:00,create package,p-660336,,0.693,,packages
1095,create_p-660337,2023-08-03 09:58:01+00:00,create package,p-660337,,6.829,,packages
1096,send_p-660335,2023-08-03 11:18:31+00:00,send package,p-660335,,2.458,,packages
1097,send_p-660329,2023-08-03 11:27:31+00:00,send package,p-660329,,1.726,,packages
1098,deliver_p-660329,2023-08-03 14:35:23+00:00,package delivered,p-660329,,1.726,,packages
1099,create_p-660338,2023-08-03 14:56:41+00:00,create package,p-660338,,4.272,,packages
1100,create_p-660339,2023-08-03 16:17:49+00:00,create package,p-660339,,8.774,,packages
1101,fail_p-660330_101,2023-08-03 16:44:28+00:00,failed delivery,p-660330,,2.535,,packages
1102,send_p-660331,2023-08-03 16:51:39+00:00,send package,p-660331,,2.137,,packages
1103,deliver_p-660332,2023-08-03 16:58:12+00:00,package delivered,p-660332,,2.515,,packages
1104,deliver_p-660335,2023-08-03 18:21:54+00:00,package delivered,p-660335,,2.458,,packages
1105,send_p-660336,2023-08-03 19:45:16+00:00,send package,p-660336,,0.693,,packages
1106,send_p-660339,2023-08-04 09:50:44+00:00,send package,p-660339,,8.774,,packages
1107,deliver_p-660331,2023-08-04 09:52:37+00:00,package delivered,p-660331,,2.137,,packages
1108,create_p-660340,2023-08-04 10:23:37+00:00,create package,p-660340,,5.039,,packages
1109,deliver_p-660333,2023-08-04 10:24:53+00:00,package delivered,p-660333,,5.096,,packages
1110,deliver_p-660336,2023-08-04 11:33:49+00:00,package delivered,p-660336,,0.693,,packages
1111,deliver_p-660328,2023-08-04 11:48:37+00:00,package delivered,p-660328,,7.199,,packages
1112,send_p-660338,2023-08-04 11:52:02+00:00,send package,p-660338,,4.272,,packages
1113,send_p-660340,2023-08-04 12:07:11+00:00,send package,p-660340,,5.039,,packages
1114,create_p-660341,2023-08-04 12:56:33+00:00,create package,p-660341,,2.66,,packages
1115,create_p-660342,2023-08-04 15:15:31+00:00,create package,p-660342,,3.355,,packages
1116,create_p-660343,2023-08-04 16:47:33+00:00,create package,p-660343,,6.933,,packages
1117,send_p-660341,2023-08-04 17:35:09+00:00,send package,p-660341,,2.66,,packages
1118,send_p-660337,2023-08-04 18:33:25+00:00,send package,p-660337,,6.829,,packages
1119,create_p-660344,2023-08-06 01:00:00+00:00,create package,p-660344,,1.557,,packages
1120,send_p-660342,2023-08-07 09:37:55+00:00,send package,p-660342,,3.355,,packages
1121,deliver_p-660341,2023-08-07 09:48:11+00:00,package delivered,p-660341,,2.66,,packages
1122,fail_p-660325_102,2023-08-07 10:22:48+00:00,failed delivery,p-660325,,3.587,,packages
1123,create_p-660345,2023-08-07 10:26:21+00:00,create package,p-660345,,2.504,,packages
1124,deliver_p-660342,2023-08-07 10:57:09+00:00,package delivered,p-660342,,3.355,,packages
1125,create_p-660346,2023-08-07 11:03:13+00:00,create package,p-660346,,3.85,,packages
1126,create_p-660347,2023-08-07 15:28:06+00:00,create package,p-660347,,7.72,,packages
1127,deliver_p-660330,2023-08-07 16:14:45+00:00,package delivered,p-660330,,2.535,,packages
1128,send_p-660344,2023-08-07 16:49:07+00:00,send package,p-660344,,1.557,,packages
1129,send_p-660343,2023-08-07 17:08:54+00:00,send package,p-660343,,6.933,,packages
1130,create_p-660348,2023-08-07 17:34:45+00:00,create package,p-660348,,2.811,,packages
1131,send_p-660346,2023-08-08 08:07:56+00:00,send package,p-660346,,3.85,,packages
1132,create_p-660349,2023-08-08 10:04:19+00:00,create package,p-660349,,6.096,,packages
