ocel_id,ocel_type
out_of_stock_i-881583,item out of stock
pick_i-881481,pick item
pick_i-881633,pick item
create_p-660221,create package
confirm_o-990409,confirm order
reorder_i-881620,reorder item
pay_o-990398,pay order
place_o-990411,place order
pick_i-881624,pick item
reorder_i-881672,reorder item
pay_o-990402,pay order
pick_i-881679,pick item
reminder_o-990286_65,payment reminder
send_p-660221,send package
pay_o-990223,pay order
send_p-660220,send package
pick_i-881662,pick item
fail_p-660210_68,failed delivery
out_of_stock_i-881664,item out of stock
pay_o-990272,pay order
send_p-660217,send package
reorder_i-881664,reorder item
pick_i-881611,pick item
place_o-990412,place order
reorder_i-881590,reorder item
confirm_o-990412,confirm order
reorder_i-881583,reorder item
send_p-660215,send package
pick_i-881621,pick item
pick_i-881603,pick item
pick_i-881622,pick item
pick_i-881655,pick item
pick_i-881678,pick item
pick_i-881677,pick item
out_of_stock_i-881670,item out of stock
pick_i-881626,pick item
create_p-660222,create package
pick_i-881618,pick item
send_p-660218,send package
pick_i-881684,pick item
send_p-660219,send package
pick_i-881665,pick item
place_o-990413,place order
pick_i-881627,pick item
fail_p-660215_69,failed delivery
pay_o-990386,pay order
reorder_i-881486,reorder item
pay_o-990395,pay order
pick_i-881690,pick item
deliver_p-660217,package delivered
fail_p-660221_70,failed delivery
pick_i-881606,pick item
confirm_o-990404,confirm order
pick_i-881557,pick item
pick_i-881695,pick item
create_p-660223,create package
confirm_o-990413,confirm order
place_o-990414,place order
pay_o-990372,pay order
pick_i-881514,pick item
deliver_p-660221,package delivered
pick_i-881614,pick item
pick_i-881554,pick item
place_o-990415,place order
pick_i-881692,pick item
place_o-990416,place order
confirm_o-990410,confirm order
pick_i-881654,pick item
reorder_i-881642,reorder item
pay_o-990390,pay order
place_o-990417,place order
pick_i-881696,pick item
pick_i-881701,pick item
deliver_p-660215,package delivered
deliver_p-660216,package delivered
deliver_p-660210,package delivered
confirm_o-990407,confirm order
deliver_p-660220,package delivered
out_of_stock_i-881667,item out of stock
pick_i-881652,pick item
reminder_o-990300_66,payment reminder
pick_i-881288,pick item
pick_i-881707,pick item
pick_i-881704,pick item
create_p-660224,create package
place_o-990418,place order
pick_i-881703,pick item
pick_i-881689,pick item
out_of_stock_i-881708,item out of stock
pick_i-881697,pick item
pick_i-881473,pick item
create_p-660225,create package
pick_i-881698,pick item
pick_i-881669,pick item
reminder_o-990299_67,payment reminder
pick_i-881699,pick item
pick_i-881702,pick item
create_p-660226,create package
pay_o-990401,pay order
pick_i-881672,pick item
pay_o-990400,pay order
pick_i-881705,pick item
out_of_stock_i-881623,item out of stock
place_o-990419,place order
confirm_o-990416,confirm order
deliver_p-660219,package delivered
pick_i-881688,pick item
confirm_o-990411,confirm order
out_of_stock_i-881687,item out of stock
pick_i-881402,pick item
pick_i-881625,pick item
reminder_o-990296_68,payment reminder
confirm_o-990415,confirm order
pick_i-881680,pick item
reminder_o-990304_69,payment reminder
reorder_i-881610,reorder item
reorder_i-881708,reorder item
place_o-990420,place order
pick_i-881159,pick item
reorder_i-881670,reorder item
confirm_o-990414,confirm order
pick_i-881640,pick item
send_p-660224,send package
out_of_stock_i-881718,item out of stock
deliver_p-660224,package delivered
pick_i-881715,pick item
pick_i-881605,pick item
reorder_i-881623,reorder item
pick_i-881685,pick item
pay_o-990317,pay order
deliver_p-660218,package delivered
out_of_stock_i-881656,item out of stock
reorder_i-881570,reorder item
send_p-660222,send package
place_o-990421,place order
pick_i-881660,pick item
pick_i-881719,pick item
create_p-660227,create package
pick_i-881700,pick item
pay_o-990385,pay order
place_o-990422,place order
send_p-660223,send package
pay_o-990287,pay order
place_o-990423,place order
fail_p-660223_71,failed delivery
pick_i-881663,pick item
pay_o-990394,pay order
confirm_o-990419,confirm order
place_o-990424,place order
pick_i-881666,pick item
pick_i-881616,pick item
pick_i-881659,pick item
reorder_i-881635,reorder item
confirm_o-990423,confirm order
pick_i-881709,pick item
confirm_o-990417,confirm order
send_p-660226,send package
pick_i-881727,pick item
pay_o-990280,pay order
pick_i-881673,pick item
reorder_i-881594,reorder item
place_o-990425,place order
confirm_o-990418,confirm order
confirm_o-990420,confirm order
pick_i-881732,pick item
pick_i-881454,pick item
reorder_i-881399,reorder item
pay_o-990414,pay order
pay_o-990393,pay order
confirm_o-990424,confirm order
pick_i-881691,pick item
confirm_o-990422,confirm order
out_of_stock_i-881711,item out of stock
send_p-660227,send package
place_o-990426,place order
out_of_stock_i-881729,item out of stock
pick_i-881472,pick item
create_p-660228,create package
pay_o-990351,pay order
out_of_stock_i-881693,item out of stock
confirm_o-990421,confirm order
out_of_stock_i-881675,item out of stock
confirm_o-990425,confirm order
place_o-990427,place order
pick_i-881717,pick item
send_p-660225,send package
pick_i-881728,pick item
pick_i-881646,pick item
confirm_o-990426,confirm order
pick_i-881550,pick item
pay_o-990381,pay order
pick_i-881599,pick item
pick_i-881682,pick item
pick_i-881733,pick item
out_of_stock_i-881737,item out of stock
deliver_p-660227,package delivered
place_o-990428,place order
deliver_p-660222,package delivered
pay_o-990418,pay order
out_of_stock_i-881721,item out of stock
place_o-990429,place order
confirm_o-990427,confirm order
out_of_stock_i-881726,item out of stock
pick_i-881752,pick item
send_p-660228,send package
pick_i-881561,pick item
confirm_o-990428,confirm order
pick_i-881716,pick item
create_p-660229,create package
pick_i-881744,pick item
pay_o-990391,pay order
place_o-990430,place order
pick_i-880814,pick item
pick_i-881507,pick item
place_o-990431,place order
place_o-990432,place order
create_p-660230,create package
reminder_o-990294_70,payment reminder
reminder_o-990193_71,payment reminder
reminder_o-990309_72,payment reminder
reminder_o-990297_73,payment reminder
reminder_o-990315_74,payment reminder
place_o-990433,place order
place_o-990434,place order
pick_i-881422,pick item
pick_i-881738,pick item
send_p-660230,send package
pick_i-881549,pick item
pay_o-990389,pay order
reorder_i-881729,reorder item
reorder_i-881675,reorder item
deliver_p-660225,package delivered
pick_i-881725,pick item
pick_i-881542,pick item
pick_i-881399,pick item
deliver_p-660228,package delivered
reorder_i-881721,reorder item
pick_i-881765,pick item
place_o-990435,place order
pay_o-990264,pay order
pay_o-990388,pay order
reorder_i-881656,reorder item
pick_i-881710,pick item
out_of_stock_i-881759,item out of stock
pick_i-881742,pick item
create_p-660231,create package
reorder_i-881658,reorder item
pick_i-881553,pick item
pick_i-881762,pick item
pick_i-881658,pick item
out_of_stock_i-881676,item out of stock
pay_o-990407,pay order
place_o-990436,place order
pay_o-990339,pay order
pick_i-881768,pick item
create_p-660232,create package
deliver_p-660226,package delivered
confirm_o-990431,confirm order
reminder_o-990183_75,payment reminder
confirm_o-990429,confirm order
fail_p-660223_72,failed delivery
pick_i-881758,pick item
place_o-990437,place order
pick_i-881770,pick item
out_of_stock_i-881775,item out of stock
pick_i-881750,pick item
send_p-660231,send package
pick_i-881753,pick item
pick_i-881683,pick item
create_p-660233,create package
pick_i-881773,pick item
create_p-660234,create package
out_of_stock_i-881769,item out of stock
pick_i-881755,pick item
reorder_i-881726,reorder item
pick_i-881749,pick item
reminder_o-990201_76,payment reminder
deliver_p-660230,package delivered
reorder_i-881711,reorder item
reorder_i-881609,reorder item
pick_i-881764,pick item
pay_o-990406,pay order
pay_o-990366,pay order
reminder_o-990314_77,payment reminder
pick_i-881751,pick item
pick_i-881351,pick item
place_o-990438,place order
out_of_stock_i-881739,item out of stock
confirm_o-990434,confirm order
confirm_o-990436,confirm order
pick_i-881746,pick item
pay_o-990411,pay order
pick_i-881735,pick item
pick_i-881747,pick item
confirm_o-990430,confirm order
confirm_o-990438,confirm order
reminder_o-990203_78,payment reminder
pay_o-990297,pay order
pick_i-881484,pick item
create_p-660235,create package
send_p-660234,send package
pick_i-881686,pick item
out_of_stock_i-881613,item out of stock
place_o-990439,place order
confirm_o-990437,confirm order
send_p-660232,send package
pay_o-990429,pay order
deliver_p-660223,package delivered
place_o-990440,place order
pick_i-881610,pick item
reminder_o-990325_79,payment reminder
place_o-990441,place order
place_o-990442,place order
confirm_o-990433,confirm order
pick_i-881420,pick item
pick_i-881784,pick item
pick_i-881723,pick item
create_p-660236,create package
send_p-660236,send package
pay_o-990370,pay order
pick_i-881781,pick item
out_of_stock_i-881778,item out of stock
reorder_i-881759,reorder item
confirm_o-990435,confirm order
reorder_i-881693,reorder item
pick_i-881757,pick item
reminder_o-990320_80,payment reminder
send_p-660229,send package
place_o-990443,place order
reminder_o-990327_81,payment reminder
reorder_i-881687,reorder item
reorder_i-881718,reorder item
reorder_i-881775,reorder item
pick_i-881810,pick item
pick_i-881795,pick item
pick_i-881729,pick item
reminder_o-990328_82,payment reminder
pick_i-881734,pick item
pick_i-881722,pick item
pick_i-881748,pick item
out_of_stock_i-881800,item out of stock
pick_i-881237,pick item
place_o-990444,place order
pick_i-881588,pick item
deliver_p-660229,package delivered
deliver_p-660231,package delivered
pick_i-881808,pick item
pay_o-990419,pay order
pick_i-881763,pick item
pick_i-881731,pick item
create_p-660237,create package
pick_i-881736,pick item
pick_i-881782,pick item
place_o-990445,place order
out_of_stock_i-881799,item out of stock
pick_i-881801,pick item
pick_i-881818,pick item
pick_i-881817,pick item
pick_i-881792,pick item
create_p-660238,create package
pick_i-881724,pick item
pick_i-881681,pick item
confirm_o-990439,confirm order
reorder_i-881613,reorder item
pick_i-881777,pick item
pick_i-881796,pick item
place_o-990446,place order
pick_i-881779,pick item
pick_i-881598,pick item
pick_i-881760,pick item
pick_i-881609,pick item
pick_i-881776,pick item
create_p-660239,create package
send_p-660233,send package
pick_i-881706,pick item
deliver_p-660232,package delivered
out_of_stock_i-881713,item out of stock
send_p-660237,send package
deliver_p-660236,package delivered
reorder_i-881778,reorder item
place_o-990447,place order
reminder_o-990330_83,payment reminder
pick_i-881793,pick item
reorder_i-881528,reorder item
confirm_o-990441,confirm order
out_of_stock_i-881788,item out of stock
pick_i-881496,pick item
send_p-660235,send package
pay_o-990294,pay order
pick_i-881675,pick item
send_p-660238,send package
out_of_stock_i-881824,item out of stock
pick_i-881804,pick item
confirm_o-990447,confirm order
place_o-990448,place order
send_p-660239,send package
place_o-990449,place order
place_o-990450,place order
out_of_stock_i-881809,item out of stock
deliver_p-660234,package delivered
out_of_stock_i-881830,item out of stock
pick_i-881787,pick item
reorder_i-881667,reorder item
pick_i-881766,pick item
pick_i-881653,pick item
create_p-660240,create package
pick_i-881726,pick item
pick_i-881811,pick item
place_o-990451,place order
confirm_o-990443,confirm order
reorder_i-881769,reorder item
confirm_o-990445,confirm order
pick_i-881214,pick item
create_p-660241,create package
pay_o-990412,pay order
pick_i-881714,pick item
pick_i-881780,pick item
pick_i-881256,pick item
pay_o-990320,pay order
out_of_stock_i-881820,item out of stock
reminder_o-990335_84,payment reminder
deliver_p-660239,package delivered
pick_i-881822,pick item
deliver_p-660237,package delivered
out_of_stock_i-881802,item out of stock
pay_o-990378,pay order
reorder_i-881830,reorder item
send_p-660240,send package
pick_i-881826,pick item
out_of_stock_i-881827,item out of stock
pick_i-881807,pick item
confirm_o-990442,confirm order
place_o-990452,place order
confirm_o-990446,confirm order
pick_i-881823,pick item
confirm_o-990440,confirm order
confirm_o-990452,confirm order
pick_i-881833,pick item
pick_i-881651,pick item
create_p-660242,create package
place_o-990453,place order
pick_i-881637,pick item
pick_i-881791,pick item
pick_i-881670,pick item
confirm_o-990432,confirm order
pick_i-881767,pick item
pay_o-990344,pay order
confirm_o-990450,confirm order
pick_i-881671,pick item
pick_i-881590,pick item
reminder_o-990337_85,payment reminder
pick_i-881835,pick item
place_o-990454,place order
fail_p-660233_73,failed delivery
pick_i-881771,pick item
out_of_stock_i-881761,item out of stock
reorder_i-881788,reorder item
pick_i-881819,pick item
pay_o-990392,pay order
pay_o-990410,pay order
confirm_o-990453,confirm order
pick_i-881556,pick item
place_o-990455,place order
pick_i-881730,pick item
out_of_stock_i-881806,item out of stock
confirm_o-990454,confirm order
send_p-660242,send package
reorder_i-881713,reorder item
pick_i-881743,pick item
place_o-990456,place order
send_p-660241,send package
reorder_i-881800,reorder item
out_of_stock_i-881837,item out of stock
place_o-990457,place order
pick_i-881832,pick item
reorder_i-881806,reorder item
deliver_p-660240,package delivered
pick_i-881857,pick item
create_p-660243,create package
pay_o-990432,pay order
pick_i-881816,pick item
place_o-990458,place order
confirm_o-990448,confirm order
pick_i-881783,pick item
pick_i-881859,pick item
confirm_o-990455,confirm order
deliver_p-660242,package delivered
pick_i-881788,pick item
create_p-660244,create package
pick_i-881785,pick item
create_p-660245,create package
deliver_p-660233,package delivered
pick_i-881528,pick item
reorder_i-881837,reorder item
place_o-990459,place order
pick_i-881844,pick item
create_p-660246,create package
send_p-660243,send package
pick_i-881850,pick item
pick_i-881712,pick item
pick_i-881789,pick item
pick_i-881856,pick item
pick_i-881756,pick item
reminder_o-990341_86,payment reminder
pick_i-881847,pick item
out_of_stock_i-881834,item out of stock
deliver_p-660235,package delivered
pick_i-881814,pick item
pick_i-881841,pick item
reorder_i-881820,reorder item
deliver_p-660238,package delivered
place_o-990460,place order
reorder_i-881676,reorder item
pick_i-881786,pick item
pay_o-990430,pay order
pick_i-881829,pick item
deliver_p-660243,package delivered
reorder_i-881809,reorder item
confirm_o-990449,confirm order
pay_o-990455,pay order
pay_o-990335,pay order
place_o-990461,place order
confirm_o-990456,confirm order
pay_o-990337,pay order
pick_i-881853,pick item
pick_i-881805,pick item
pick_i-881820,pick item
pick_i-881852,pick item
create_p-660247,create package
pick_i-881797,pick item
create_p-660248,create package
pick_i-881875,pick item
out_of_stock_i-881860,item out of stock
pick_i-881867,pick item
create_p-660249,create package
pick_i-881840,pick item
deliver_p-660241,package delivered
pick_i-881866,pick item
send_p-660245,send package
pick_i-881874,pick item
create_p-660250,create package
send_p-660250,send package
pick_i-881868,pick item
pick_i-881754,pick item
pay_o-990442,pay order
pick_i-881812,pick item
pick_i-881864,pick item
place_o-990462,place order
pick_i-881813,pick item
send_p-660248,send package
pick_i-881349,pick item
out_of_stock_i-881871,item out of stock
place_o-990463,place order
pick_i-881878,pick item
pick_i-881806,pick item
create_p-660251,create package
confirm_o-990461,confirm order
out_of_stock_i-881877,item out of stock
pick_i-881803,pick item
pay_o-990325,pay order
place_o-990464,place order
create_p-660252,create package
place_o-990465,place order
confirm_o-990464,confirm order
send_p-660252,send package
pay_o-990435,pay order
pick_i-881872,pick item
place_o-990466,place order
out_of_stock_i-881846,item out of stock
pick_i-881687,pick item
confirm_o-990457,confirm order
pick_i-881855,pick item
reorder_i-881846,reorder item
pick_i-881838,pick item
pick_i-881775,pick item
send_p-660244,send package
out_of_stock_i-881815,item out of stock
deliver_p-660250,package delivered
confirm_o-990451,confirm order
pick_i-881694,pick item
deliver_p-660245,package delivered
pay_o-990315,pay order
place_o-990467,place order
confirm_o-990467,confirm order
send_p-660251,send package
out_of_stock_i-881887,item out of stock
send_p-660246,send package
out_of_stock_i-881870,item out of stock
pick_i-881745,pick item
confirm_o-990463,confirm order
pick_i-881861,pick item
pick_i-881873,pick item
confirm_o-990466,confirm order
place_o-990468,place order
reorder_i-881815,reorder item
pick_i-881863,pick item
pick_i-881888,pick item
pay_o-990428,pay order
reorder_i-881887,reorder item
out_of_stock_i-881886,item out of stock
reorder_i-881877,reorder item
place_o-990469,place order
confirm_o-990458,confirm order
pick_i-881879,pick item
pick_i-881772,pick item
send_p-660249,send package
pick_i-881842,pick item
create_p-660253,create package
place_o-990470,place order
out_of_stock_i-881790,item out of stock
pay_o-990431,pay order
reorder_i-881827,reorder item
out_of_stock_i-881892,item out of stock
pick_i-881889,pick item
place_o-990471,place order
pick_i-881583,pick item
send_p-660253,send package
pick_i-881613,pick item
deliver_p-660252,package delivered
confirm_o-990468,confirm order
deliver_p-660251,package delivered
place_o-990472,place order
pay_o-990467,pay order
fail_p-660253_74,failed delivery
pick_i-881901,pick item
place_o-990473,place order
place_o-990474,place order
reminder_o-990347_87,payment reminder
reminder_o-990354_88,payment reminder
reminder_o-990349_89,payment reminder
reminder_o-990236_90,payment reminder
reminder_o-990353_91,payment reminder
reminder_o-990350_92,payment reminder
reminder_o-990358_93,payment reminder
place_o-990475,place order
pick_i-881904,pick item
create_p-660254,create package
pick_i-881632,pick item
out_of_stock_i-881903,item out of stock
out_of_stock_i-881902,item out of stock
pay_o-990413,pay order
place_o-990476,place order
pick_i-881931,pick item
pick_i-881914,pick item
pick_i-881815,pick item
pick_i-881836,pick item
confirm_o-990475,confirm order
pick_i-881774,pick item
pay_o-990405,pay order
deliver_p-660249,package delivered
pick_i-881921,pick item
pick_i-881821,pick item
place_o-990477,place order
out_of_stock_i-881862,item out of stock
deliver_p-660244,package delivered
pick_i-881848,pick item
confirm_o-990460,confirm order
pick_i-881794,pick item
pick_i-881828,pick item
reminder_o-990359_94,payment reminder
pick_i-881854,pick item
create_p-660255,create package
out_of_stock_i-881907,item out of stock
out_of_stock_i-881891,item out of stock
reorder_i-881860,reorder item
deliver_p-660246,package delivered
pick_i-881905,pick item
deliver_p-660248,package delivered
reorder_i-881862,reorder item
pick_i-881937,pick item
pick_i-881909,pick item
place_o-990478,place order
confirm_o-990474,confirm order
pick_i-881851,pick item
pick_i-880925,pick item
pick_i-881917,pick item
send_p-660247,send package
confirm_o-990470,confirm order
pick_i-881916,pick item
pick_i-881656,pick item
send_p-660255,send package
place_o-990479,place order
pick_i-881943,pick item
pick_i-881948,pick item
create_p-660256,create package
out_of_stock_i-881897,item out of stock
reorder_i-881892,reorder item
confirm_o-990471,confirm order
pick_i-881741,pick item
confirm_o-990472,confirm order
pick_i-881911,pick item
pick_i-881893,pick item
reorder_i-881799,reorder item
pick_i-881899,pick item
pick_i-881708,pick item
confirm_o-990477,confirm order
place_o-990480,place order
confirm_o-990462,confirm order
pick_i-881122,pick item
pay_o-990463,pay order
confirm_o-990444,confirm order
pay_o-990433,pay order
pick_i-881839,pick item
create_p-660257,create package
reorder_i-881824,reorder item
out_of_stock_i-881949,item out of stock
pick_i-881938,pick item
pick_i-881945,pick item
place_o-990481,place order
place_o-990482,place order
pay_o-990384,pay order
pick_i-881946,pick item
place_o-990483,place order
pay_o-990440,pay order
pick_i-881924,pick item
reorder_i-881907,reorder item
send_p-660256,send package
out_of_stock_i-881898,item out of stock
out_of_stock_i-881740,item out of stock
out_of_stock_i-881960,item out of stock
confirm_o-990469,confirm order
pick_i-881890,pick item
out_of_stock_i-881961,item out of stock
pick_i-881944,pick item
pay_o-990341,pay order
out_of_stock_i-881934,item out of stock
pick_i-881798,pick item
pick_i-881941,pick item
out_of_stock_i-881831,item out of stock
out_of_stock_i-881884,item out of stock
pick_i-881966,pick item
pick_i-881923,pick item
place_o-990484,place order
pick_i-881958,pick item
pick_i-881894,pick item
pick_i-881956,pick item
create_p-660258,create package
pick_i-881928,pick item
pick_i-881922,pick item
pick_i-881713,pick item
confirm_o-990483,confirm order
reorder_i-881934,reorder item
pick_i-881778,pick item
pick_i-881962,pick item
out_of_stock_i-881940,item out of stock
deliver_p-660247,package delivered
confirm_o-990478,confirm order
fail_p-660253_75,failed delivery
confirm_o-990479,confirm order
place_o-990485,place order
pick_i-881968,pick item
pick_i-881915,pick item
create_p-660259,create package
reorder_i-881884,reorder item
pay_o-990426,pay order
pick_i-881720,pick item
pick_i-881978,pick item
out_of_stock_i-881927,item out of stock
send_p-660254,send package
reorder_i-881740,reorder item
pick_i-881963,pick item
pick_i-881825,pick item
place_o-990486,place order
out_of_stock_i-881980,item out of stock
reorder_i-881898,reorder item
pick_i-881970,pick item
pick_i-881967,pick item
create_p-660260,create package
pick_i-881935,pick item
pick_i-881959,pick item
reminder_o-990371_95,payment reminder
pick_i-881955,pick item
reorder_i-881739,reorder item
pick_i-881957,pick item
pick_i-881913,pick item
create_p-660261,create package
pick_i-881881,pick item
pick_i-881908,pick item
reorder_i-881871,reorder item
pay_o-990358,pay order
send_p-660257,send package
pick_i-881900,pick item
pick_i-881920,pick item
pick_i-881953,pick item
reorder_i-881831,reorder item
pick_i-881947,pick item
create_p-660262,create package
place_o-990487,place order
pick_i-881664,pick item
out_of_stock_i-881865,item out of stock
confirm_o-990484,confirm order
pick_i-881977,pick item
reorder_i-881980,reorder item
pick_i-881983,pick item
confirm_o-990485,confirm order
reorder_i-881790,reorder item
pick_i-881906,pick item
pick_i-881972,pick item
deliver_p-660255,package delivered
deliver_p-660257,package delivered
confirm_o-990473,confirm order
pick_i-881930,pick item
send_p-660261,send package
place_o-990488,place order
confirm_o-990480,confirm order
pay_o-990434,pay order
pick_i-881952,pick item
fail_p-660254_76,failed delivery
pick_i-881667,pick item
place_o-990489,place order
out_of_stock_i-881845,item out of stock
pick_i-881932,pick item
create_p-660263,create package
pick_i-881790,pick item
pick_i-881910,pick item
reorder_i-881903,reorder item
reminder_o-990255_96,payment reminder
pick_i-881919,pick item
place_o-990490,place order
create_p-660264,create package
out_of_stock_i-881918,item out of stock
place_o-990491,place order
confirm_o-990489,confirm order
pay_o-990464,pay order
pick_i-881885,pick item
pick_i-881975,pick item
pick_i-881846,pick item
pick_i-881895,pick item
pick_i-881860,pick item
fail_p-660261_77,failed delivery
pay_o-990456,pay order
reorder_i-881891,reorder item
reorder_i-881870,reorder item
send_p-660259,send package
pick_i-881896,pick item
pick_i-881980,pick item
deliver_p-660256,package delivered
place_o-990492,place order
reorder_i-881845,reorder item
reminder_o-990377_97,payment reminder
pick_i-881988,pick item
confirm_o-990476,confirm order
pay_o-990471,pay order
pick_i-881939,pick item
pick_i-881971,pick item
confirm_o-990488,confirm order
send_p-660263,send package
reminder_o-990367_98,payment reminder
send_p-660258,send package
pick_i-881883,pick item
create_p-660265,create package
pick_i-881623,pick item
confirm_o-990491,confirm order
confirm_o-990487,confirm order
pick_i-881982,pick item
deliver_p-660259,package delivered
pick_i-881892,pick item
place_o-990493,place order
pay_o-990470,pay order
reorder_i-881927,reorder item
out_of_stock_i-882000,item out of stock
out_of_stock_i-881876,item out of stock
pick_i-881986,pick item
reorder_i-881737,reorder item
out_of_stock_i-881995,item out of stock
place_o-990494,place order
confirm_o-990490,confirm order
confirm_o-990486,confirm order
pick_i-881845,pick item
create_p-660266,create package
reorder_i-881949,reorder item
pay_o-990441,pay order
confirm_o-990494,confirm order
deliver_p-660254,package delivered
pay_o-990201,pay order
out_of_stock_i-881976,item out of stock
send_p-660265,send package
send_p-660262,send package
deliver_p-660262,package delivered
deliver_p-660253,package delivered
place_o-990495,place order
pick_i-882012,pick item
confirm_o-990492,confirm order
out_of_stock_i-881950,item out of stock
fail_p-660263_78,failed delivery
pick_i-881999,pick item
pick_i-882006,pick item
pick_i-881951,pick item
pick_i-881884,pick item
pick_i-881887,pick item
out_of_stock_i-881989,item out of stock
pay_o-990236,pay order
confirm_o-990459,confirm order
pay_o-990474,pay order
place_o-990496,place order
reminder_o-990376_99,payment reminder
reorder_i-881876,reorder item
send_p-660264,send package
pick_i-881994,pick item
reorder_i-881834,reorder item
place_o-990497,place order
pick_i-881993,pick item
create_p-660267,create package
place_o-990498,place order
pick_i-882018,pick item
place_o-990499,place order
pick_i-881996,pick item
create_p-660268,create package
deliver_p-660258,package delivered
deliver_p-660261,package delivered
pick_i-881912,pick item
pick_i-882031,pick item
out_of_stock_i-881925,item out of stock
pick_i-882016,pick item
reminder_o-990374_100,payment reminder
pay_o-990254,pay order
pick_i-882025,pick item
reorder_i-881995,reorder item
pick_i-881998,pick item
confirm_o-990493,confirm order
reorder_i-881960,reorder item
send_p-660266,send package
pick_i-881954,pick item
place_o-990500,place order
send_p-660260,send package
pick_i-881987,pick item
pick_i-881981,pick item
pay_o-990439,pay order
confirm_o-990496,confirm order
confirm_o-990481,confirm order
pick_i-881942,pick item
create_p-660269,create package
pick_i-882028,pick item
confirm_o-990498,confirm order
confirm_o-990495,confirm order
send_p-660267,send package
pick_i-881759,pick item
pick_i-881809,pick item
pick_i-882014,pick item
deliver_p-660266,package delivered
reorder_i-881897,reorder item
pay_o-990493,pay order
pick_i-882020,pick item
pay_o-990376,pay order
pick_i-882039,pick item
pick_i-881824,pick item
pick_i-882041,pick item
place_o-990501,place order
pick_i-881936,pick item
reminder_o-990382_101,payment reminder
fail_p-660263_79,failed delivery
deliver_p-660264,package delivered
reorder_i-881761,reorder item
pick_i-881880,pick item
out_of_stock_i-882004,item out of stock
pick_i-881849,pick item
pay_o-990377,pay order
place_o-990502,place order
pick_i-882001,pick item
fail_p-660267_80,failed delivery
out_of_stock_i-882007,item out of stock
reorder_i-881976,reorder item
send_p-660268,send package
deliver_p-660268,package delivered
send_p-660269,send package
deliver_p-660263,package delivered
reorder_i-881802,reorder item
pay_o-990360,pay order
pay_o-990484,pay order
pick_i-882017,pick item
pick_i-882019,pick item
pay_o-990427,pay order
pick_i-881869,pick item
place_o-990503,place order
pick_i-881926,pick item
create_p-660270,create package
pick_i-881964,pick item
pick_i-882051,pick item
pick_i-881974,pick item
pay_o-990478,pay order
reorder_i-882000,reorder item
reorder_i-881886,reorder item
pick_i-882010,pick item
pick_i-881992,pick item
pick_i-881079,pick item
pick_i-881933,pick item
create_p-660271,create package
reorder_i-881865,reorder item
place_o-990504,place order
pick_i-881834,pick item
confirm_o-990465,confirm order
confirm_o-990500,confirm order
reorder_i-881961,reorder item
pick_i-882046,pick item
place_o-990505,place order
place_o-990506,place order
pick_i-881871,pick item
create_p-660272,create package
pick_i-882036,pick item
reorder_i-881902,reorder item
out_of_stock_i-882026,item out of stock
out_of_stock_i-882065,item out of stock
pay_o-990448,pay order
pay_o-990487,pay order
pay_o-990494,pay order
pick_i-881843,pick item
out_of_stock_i-882056,item out of stock
place_o-990507,place order
reorder_i-882004,reorder item
pick_i-882038,pick item
send_p-660271,send package
pick_i-882054,pick item
pick_i-882029,pick item
confirm_o-990506,confirm order
pick_i-882023,pick item
create_p-660273,create package
send_p-660270,send package
reorder_i-881950,reorder item
fail_p-660265_81,failed delivery
pick_i-882061,pick item
reorder_i-881918,reorder item
deliver_p-660267,package delivered
pick_i-882048,pick item
place_o-990508,place order
pick_i-882030,pick item
pick_i-882032,pick item
pay_o-990422,pay order
pay_o-990462,pay order
out_of_stock_i-882021,item out of stock
reorder_i-882056,reorder item
place_o-990509,place order
pay_o-990353,pay order
pick_i-881830,pick item
confirm_o-990508,confirm order
confirm_o-990507,confirm order
reorder_i-882021,reorder item
fail_p-660260_82,failed delivery
pick_i-881865,pick item
create_p-660274,create package
place_o-990510,place order
pay_o-990452,pay order
confirm_o-990503,confirm order
deliver_p-660271,package delivered
pay_o-990403,pay order
pick_i-882071,pick item
pick_i-882044,pick item
create_p-660275,create package
reorder_i-882026,reorder item
pick_i-881635,pick item
pick_i-881642,pick item
pick_i-882062,pick item
pick_i-882069,pick item
create_p-660276,create package
pick_i-882068,pick item
pick_i-882073,pick item
pick_i-882037,pick item
pick_i-882011,pick item
pick_i-881984,pick item
place_o-990511,place order
pick_i-881676,pick item
deliver_p-660269,package delivered
pick_i-882040,pick item
pick_i-882074,pick item
pick_i-881882,pick item
send_p-660275,send package
pick_i-881929,pick item
confirm_o-990504,confirm order
out_of_stock_i-882063,item out of stock
place_o-990512,place order
reorder_i-881925,reorder item
out_of_stock_i-882042,item out of stock
pick_i-882050,pick item
create_p-660277,create package
place_o-990513,place order
place_o-990514,place order
place_o-990515,place order
reminder_o-990396_102,payment reminder
create_p-660278,create package
place_o-990516,place order
reminder_o-990284_103,payment reminder
pick_i-881831,pick item
pick_i-882089,pick item
fail_p-660275_83,failed delivery
pick_i-881995,pick item
pick_i-882008,pick item
fail_p-660270_84,failed delivery
pick_i-881800,pick item
pick_i-881837,pick item
pay_o-990296,pay order
reminder_o-990397_104,payment reminder
out_of_stock_i-882070,item out of stock
out_of_stock_i-882096,item out of stock
confirm_o-990501,confirm order
pay_o-990417,pay order
pick_i-881969,pick item
pick_i-882077,pick item
pay_o-990472,pay order
place_o-990517,place order
